gauge_id,lat,lon,selected,huc,difficulty,name,climate_zone
03165000,36.64596,-80.91924,0,,,,
03170000,37.03763,-80.55672,0,,,,
03173000,37.26818,-80.70951,0,,,,
03180500,38.54373,-79.83312,0,,,,
03182500,38.18595,-80.13062,0,,,,
03186500,38.379,-80.48397,0,,,,
03187500,38.29539,-80.52648,0,,,,
03213700,37.67316,-82.28014,0,,,,
03237280,38.64369,-83.21574,0,,,,
03237500,38.80368,-83.42102,0,,,,
03238500,38.85813,-83.92854,0,,,,
03241500,39.72284,-83.88271,0,,,,
03280700,37.16509,-83.30796,0,,,,
03281100,37.15203,-83.7602,0,,,,
03281500,37.47981,-83.67519,0,,,,
03285000,37.64202,-84.66078,0,,,,
03291780,38.87811,-85.25718,0,,,,
03300400,37.83284,-85.29607,0,,,,
03338780,40.26531,-87.6428,0,,,,
03340800,39.81255,-86.9539,0,,,,
03346000,39.01004,-87.94559,0,,,,
03357350,39.76171,-86.72945,0,,,,
03364500,39.27477,-85.70165,0,,,,
03366500,38.80422,-85.67386,0,,,,
03368000,39.07033,-85.48608,0,,,,
03384450,37.47227,-88.54727,0,,,,
03439000,35.14333,-82.82472,1,06,hard,"French Broad River, NC",humid_warm
03450000,35.65306,-82.40528,0,,,,
03455500,35.39611,-82.9375,0,,,,
03456500,35.46167,-82.86972,0,,,,
03460000,35.6675,-83.07361,0,,,,
03463300,35.83151,-82.18429,0,,,,
03471500,36.76039,-81.63123,0,,,,
03473000,36.65178,-81.84401,0,,,,
03479000,36.23917,-81.82222,0,,,,
03488000,36.89678,-81.74623,0,,,,
03498500,35.78562,-83.8846,0,,,,
03500000,35.15,-83.37972,0,,,,
03500240,35.15889,-83.39417,0,,,,
03504000,35.1275,-83.61861,0,,,,
03574500,34.62425,-86.30637,1,06,easy,"Paint Rock River, AL",humid_warm
03592718,34.83556,-88.28806,0,,,,
03604000,35.49591,-87.8328,0,,,,
04015330,46.94688,-91.7924,0,,,,
04024430,46.63327,-92.09408,0,,,,
04027000,46.48661,-90.6963,0,,,,
04040500,46.58411,-88.57597,0,,,,
04043050,47.22854,-88.38539,0,,,,
04045500,46.57502,-85.26955,0,,,,
04056500,46.03053,-86.16125,0,,,,
04057510,45.94302,-86.7057,0,,,,
04057800,46.4991,-87.88652,0,,,,
04059500,45.75552,-87.20152,0,,,,
04063700,45.76357,-88.46318,0,,,,
04074950,45.18997,-88.73344,0,,,,
04105700,42.35337,-85.35389,0,,,,
04115265,43.24976,-84.98113,0,,,,
04122200,43.46418,-86.23257,0,,,,
04122500,43.94501,-86.27869,0,,,,
04124000,44.43639,-85.69868,0,,,,
04127918,46.18585,-84.59783,0,,,,
04127997,45.27446,-84.60003,0,,,,
04161580,42.80086,-83.09021,0,,,,
04185000,41.5045,-84.42967,0,,,,
04196800,40.92283,-83.34881,0,,,,
04197100,41.02228,-83.10964,0,,,,
04197170,41.11367,-83.16825,1,04,hard,"Rock Creek, OH",humid_cold
04213000,41.927,-80.60397,0,,,,
04213075,41.992,-80.29117,0,,,,
04216418,42.86395,-78.28363,0,,,,
04221000,42.12229,-77.95722,0,,,,
04224775,42.53562,-77.70416,0,,,,
04233000,42.39313,-76.54494,0,,,,
04256000,43.74729,-75.33435,0,,,,
04296000,44.86894,-72.2701,0,,,,
05056000,47.80555,-98.71622,0,,,,
05057000,47.43277,-98.0276,0,,,,
05057200,47.22916,-98.12482,1,09,hard,"Baldhill Creek, ND",semiarid
05062500,47.26663,-96.24478,0,,,,
05087500,48.34109,-96.81812,0,,,,
05120500,48.13834,-100.53986,0,,,,
05123400,48.58889,-100.44208,0,,,,
05129115,48.26463,-92.56599,0,,,,
05131500,48.39578,-93.54933,0,,,,
05291000,45.29163,-96.48756,0,,,,
05362000,45.30803,-90.95652,0,,,,
05393500,45.44913,-89.97931,0,,,,
05399500,44.82191,-90.07958,0,,,,
05408000,43.57414,-90.64319,0,,,,
05412500,42.73999,-91.2618,0,,,,
05413500,42.72027,-90.81929,0,,,,
05414000,42.7311,-90.64041,0,,,,
05444000,41.90281,-89.69622,0,,,,
05454000,41.70002,-91.48767,0,,,,
05458000,43.03328,-92.50354,0,,,,
05466500,41.18698,-90.96737,0,,,,
05487980,41.24688,-93.26607,0,,,,
05488200,41.30055,-93.04548,0,,,,
05489000,41.219,-92.90853,0,,,,
05495000,40.39241,-91.59788,1,07,easy,"Fox River, MO",humid_warm
05495500,40.14282,-91.33737,0,,,,
05501000,39.81799,-91.5177,0,,,,
05503800,39.58483,-91.99349,0,,,,
05507600,39.43143,-91.67627,0,,,,
05508805,39.52046,-91.34275,0,,,,
05514500,39.0088,-90.97754,0,,,,
05525500,40.63004,-87.72392,0,,,,
05556500,41.36587,-89.49843,0,,,,
05584500,40.33032,-90.89624,0,,,,
05585000,40.02477,-90.63179,0,,,,
05591550,39.5067,-88.52756,0,,,,
05592050,39.40587,-88.89646,0,,,,
05592575,38.93699,-88.95284,0,,,,
05593575,38.44172,-89.41675,0,,,,
05593900,39.14894,-89.35231,0,,,,
05595730,38.25394,-89.03979,1,07,easy,"Rayse Creek, IL",humid_warm
06037500,44.65687,-111.06827,0,,,,
06043500,45.49743,-111.27051,0,,,,
06154410,47.9661,-108.66071,0,,,,
06188000,44.92772,-110.39381,0,,,,
06191500,45.11188,-110.79438,0,,,,
06221400,43.34551,-109.41014,0,,,,
06224000,43.1769,-109.20291,0,,,,
06278300,44.50802,-107.40369,0,,,,
06280300,44.20828,-109.55489,0,,,,
06289000,45.00691,-107.61509,0,,,,
06291500,45.12644,-107.60054,0,,,,
06311000,44.02774,-107.08089,0,,,,
06332515,47.78724,-102.76853,0,,,,
06339100,47.23613,-102.76991,0,,,,
06339500,47.15445,-102.05989,0,,,,
06344600,47.02779,-103.05324,0,,,,
06350000,46.42667,-102.55183,0,,,,
06352000,46.15417,-102.47405,0,,,,
06353000,46.09167,-101.33374,0,,,,
06354000,46.37611,-100.93444,0,,,,
06360500,45.25582,-100.84292,0,,,,
06404000,43.87249,-103.33658,0,,,,
06406000,43.82805,-103.19602,0,,,,
06408700,44.13665,-103.85854,0,,,,
06409000,44.01359,-103.83048,0,,,,
06431500,44.48248,-103.86159,0,,,,
06440200,43.96888,-101.76709,0,,,,
06441500,44.32665,-100.3843,0,,,,
06447000,43.7525,-101.52487,0,,,,
06447500,43.16667,-101.63015,0,,,,
06450500,43.60139,-100.74986,0,,,,
06452000,43.74833,-99.55649,0,,,,
06453600,42.81099,-98.17586,0,,,,
06464500,43.02889,-99.78067,0,,,,
06468170,47.55805,-98.86289,0,,,,
06468250,47.39972,-98.79761,0,,,,
06470800,46.22524,-98.07177,0,,,,
06477500,43.7764,-98.24567,0,,,,
06479215,45.1808,-97.18619,0,,,,
06479438,45.00608,-97.16508,0,,,,
06601000,42.32158,-96.48768,0,,,,
06614800,40.49609,-105.86501,0,,,,
06622700,41.37024,-106.52058,0,,,,
06623800,41.02358,-106.82477,0,,,,
06632400,41.58525,-106.22279,0,,,,
06746095,40.53998,-105.88279,0,,,,
06784000,41.03244,-98.74053,0,,,,
06803510,40.89311,-96.68155,0,,,,
06803530,41.0157,-96.54428,0,,,,
06814000,39.94778,-96.10862,0,,,,
06847900,39.76985,-100.10078,0,,,,
06853800,39.89925,-98.25043,0,,,,
06876700,39.13907,-97.83696,0,,,,
06878000,39.03111,-97.04029,0,,,,
06879650,39.10195,-96.59521,0,,,,
06885500,39.68192,-96.44289,1,10,medium,"Black Vermillion, KS",semiarid
06888500,39.06265,-96.15025,0,,,,
06889200,39.23833,-95.8886,0,,,,
06889500,39.09938,-95.72495,0,,,,
06892000,39.11633,-95.01088,0,,,,
06903400,40.95189,-93.25985,0,,,,
06906800,38.70225,-92.97883,0,,,,
06910800,38.56701,-95.96163,0,,,,
06911900,38.71069,-95.83603,0,,,,
06917000,38.01897,-94.71367,0,,,,
06918460,37.40237,-93.80203,0,,,,
06919500,37.8342,-93.87549,0,,,,
06921070,37.68265,-93.37033,0,,,,
06921200,37.75047,-93.26618,0,,,,
06934000,38.38881,-91.81989,0,,,,
07014500,38.15853,-91.10846,0,,,,
07056000,35.98318,-92.74755,0,,,,
07057500,36.62303,-92.24813,0,,,,
07060710,35.99535,-92.21265,0,,,,
07066000,37.15408,-91.35816,0,,,,
07067000,36.99138,-91.01351,0,,,,
07068000,36.622,-90.84762,0,,,,
07071500,36.64868,-91.20082,0,,,,
07083000,39.17221,-106.38919,0,,,,
07142300,37.87159,-98.87614,0,,,,
07145700,37.24955,-97.4039,0,,,,
07148400,36.81503,-98.64814,0,,,,
07149000,37.0392,-98.47021,0,,,,
07151500,37.12891,-97.60144,0,,,,
07167500,37.70821,-96.2236,0,,,,
07180500,38.19645,-96.82458,0,,,,
07184000,37.28125,-95.03267,0,,,,
07195800,36.25548,-94.43394,0,,,,
07196900,35.88008,-94.48661,0,,,,
07197000,35.9212,-94.83856,1,11,medium,"Baron Fork, OK",humid_warm
07208500,36.37226,-104.97,0,,,,
07226500,35.43838,-103.52579,0,,,,
07261000,35.2988,-92.40393,0,,,,
07263295,34.8762,-92.77461,0,,,,
07290650,32.01778,-90.87694,0,,,,
07291000,31.50306,-90.7775,0,,,,
07292500,31.32472,-91.10944,0,,,,
07295000,31.22694,-91.29556,0,,,,
07299670,34.35452,-99.74037,0,,,,
07301410,35.4731,-100.12095,0,,,,
07301500,35.16811,-99.50731,0,,,,
07315200,33.81288,-98.08504,0,,,,
07315700,34.00426,-97.56697,0,,,,
07335700,34.63844,-94.61272,0,,,,
07340300,34.37955,-94.23576,0,,,,
07346045,32.77792,-94.35742,0,,,,
07359610,34.38278,-93.60611,0,,,,
07362100,33.37596,-92.77711,0,,,,
07362587,34.79759,-92.93351,0,,,,
07373000,31.53629,-92.40847,0,,,,
07375000,30.61602,-90.24869,0,,,,
07376000,30.5038,-90.67732,0,,,,
08013000,30.99602,-92.67375,0,,,,
08014500,30.69875,-92.89319,0,,,,
08023080,31.97933,-93.93408,0,,,,
08025500,31.30713,-93.51573,0,,,,
08029500,30.81889,-93.78556,0,,,,
08050800,33.55455,-96.94723,0,,,,
08066200,30.71631,-94.95882,0,,,,
08066300,30.48139,-94.77972,0,,,,
08070000,30.3366,-95.1041,0,,,,
08070200,30.14549,-95.12438,0,,,,
08079600,33.03843,-101.19763,0,,,,
08082700,33.32927,-99.46508,0,,,,
08086212,32.7329,-99.14063,0,,,,
08086290,32.64846,-99.00451,0,,,,
08101000,31.28489,-97.88502,1,12,hard,"Cowhouse Creek, TX",semiarid
08103900,30.91157,-98.03697,0,,,,
08104900,30.62575,-97.69112,0,,,,
08109700,30.33938,-96.9047,0,,,,
08150800,30.64352,-99.09588,0,,,,
08155200,30.29632,-97.92557,0,,,,
08158700,30.08299,-98.00779,0,,,,
08158810,30.15549,-97.94001,0,,,,
08164000,28.95998,-96.68637,0,,,,
08164300,29.46691,-96.81276,0,,,,
08164600,28.89138,-96.81915,0,,,,
08165300,30.0641,-99.38699,0,,,,
08171300,29.97938,-97.91,0,,,,
08175000,29.21525,-97.44943,0,,,,
08176900,28.86165,-97.22638,0,,,,
08178880,29.72384,-99.07004,0,,,,
08189500,28.29195,-97.27916,0,,,,
08190000,29.42857,-99.99729,0,,,,
08190500,29.47273,-100.23646,0,,,,
08194200,27.96501,-98.96697,0,,,,
08195000,29.48857,-99.70478,0,,,,
08196000,29.50468,-99.78145,0,,,,
08198500,29.31431,-99.48047,0,,,,
08200000,29.56967,-99.24671,0,,,,
08202700,29.37079,-99.28782,0,,,,
08267500,36.54169,-105.5564,0,,,,
08269000,36.43947,-105.50362,0,,,,
08271000,36.50836,-105.53084,0,,,,
08324000,35.66169,-106.74337,0,,,,
08377900,35.77725,-105.65807,0,,,,
08378500,35.70837,-105.68252,0,,,,
08380500,35.65199,-105.3189,0,,,,
09034900,39.76026,-105.9064,0,,,,
09035800,39.80054,-106.02641,0,,,,
09035900,39.79582,-106.03057,0,,,,
09047700,39.59443,-105.97252,0,,,,
09065500,39.62582,-106.27808,0,,,,
09066000,39.59638,-106.26503,0,,,,
09066200,39.64832,-106.32308,0,,,,
09066300,39.64582,-106.38225,0,,,,
09081600,39.23221,-107.22727,0,,,,
09107000,38.86027,-106.5667,0,,,,
09210500,42.09605,-110.41656,0,,,,
09223000,42.11049,-110.70962,0,,,,
09306242,39.92025,-108.47287,0,,,,
09312600,39.87579,-111.03739,0,,,,
09352900,37.4775,-107.54367,0,,,,
09378170,37.84666,-109.36956,0,,,,
09378630,37.75555,-109.47651,1,14,hard,"Recapture Creek, UT",arid
09386900,35.28253,-108.55341,0,,,,
09404450,37.33943,-112.60438,0,,,,
09430500,33.06118,-108.53727,0,,,,
09430600,33.16673,-108.64978,0,,,,
09447800,32.95562,-109.53119,0,,,,
09480000,31.35538,-110.58953,0,,,,
09484000,32.31674,-110.81037,0,,,,
09484600,32.03591,-110.67758,0,,,,
09492400,33.82227,-109.81454,0,,,,
09494000,33.73644,-110.16677,0,,,,
09497800,33.84311,-110.55761,0,,,,
09497980,33.82783,-110.85623,0,,,,
09505200,34.67474,-111.67209,0,,,,
09505350,34.72863,-111.77571,0,,,,
09505800,34.53864,-111.69404,0,,,,
09508300,34.16087,-111.69292,1,15,hard,"Wet Bottom Creek, AZ",arid
09510200,33.69421,-111.5418,0,,,,
09512280,33.88726,-111.95404,0,,,,
09513780,33.9742,-112.09905,0,,,,
10023000,41.60994,-111.25409,0,,,,
10166430,40.40523,-112.1005,0,,,,
10172700,39.97939,-112.38023,0,,,,
10172800,40.49633,-112.5744,0,,,,
10173450,37.62276,-112.51688,0,,,,
10205030,38.91191,-111.53047,0,,,,
10234500,38.28053,-112.56827,0,,,,
10242000,37.6722,-113.03467,0,,,,
10244950,39.20154,-114.68916,0,,,,
10249300,38.88743,-117.24537,0,,,,
10258000,33.80502,-116.55918,0,,,,
10258500,33.74502,-116.53557,0,,,,
10259000,33.76002,-116.55002,0,,,,
10259200,33.63114,-116.39223,0,,,,
10263500,34.42083,-117.83951,0,,,,
10310500,39.11324,-119.79824,0,,,,
10316500,40.69076,-115.477,0,,,,
10329500,41.53462,-117.41791,0,,,,
10336645,39.05185,-120.11852,0,,,,
10336660,39.10741,-120.16214,1,16,hard,"Blackwood Creek, CA",mountain
10336740,39.06658,-119.93546,0,,,,
10343500,39.43157,-120.23798,0,,,,
10348850,39.35435,-119.85852,0,,,,
10396000,42.79083,-118.8675,0,,,,
11098000,34.22223,-118.17757,0,,,,
11124500,34.59666,-119.90875,0,,,,
11141280,35.23553,-120.47239,0,,,,
11143000,36.2458,-121.77329,0,,,,
11148900,35.78858,-121.09381,0,,,,
11151300,36.26802,-121.0663,0,,,,
11162500,37.26078,-122.32886,0,,,,
11176400,37.56132,-121.68384,0,,,,
11180500,37.60605,-122.02385,0,,,,
11180960,37.71771,-122.05441,0,,,,
11224500,36.21468,-120.47071,0,,,,
11230500,37.33939,-118.97345,0,,,,
11237500,37.19856,-119.21373,0,,,,
11253310,36.40217,-120.43349,0,,,,
11264500,37.73159,-119.55877,0,,,,
11266500,37.71687,-119.66628,0,,,,
11274500,37.31549,-121.12521,0,,,,
11274630,37.4866,-121.2091,0,,,,
11284400,37.84187,-120.18491,0,,,,
11299600,37.96104,-120.6152,0,,,,
11381500,40.0546,-122.02415,0,,,,
11383500,40.01405,-121.94832,0,,,,
11451100,39.16545,-122.61999,0,,,,
11468500,39.42822,-123.73779,0,,,,
11473900,39.70627,-123.32529,0,,,,
11475560,39.7296,-123.64391,0,,,,
11476600,40.35125,-124.00393,0,,,,
11478500,40.48042,-123.89088,0,,,,
11480390,40.28431,-123.3353,0,,,,
11481200,41.01096,-124.08173,0,,,,
11482500,41.29929,-124.05118,1,18,easy,"Redwood Creek, CA",humid_warm
11522500,41.37763,-123.47756,0,,,,
11523200,41.11126,-122.70558,0,,,,
11528700,40.64986,-123.4942,0,,,,
11532500,41.7915,-124.07619,1,18,easy,"Smith River, CA",mediterranean
12010000,46.37399,-123.74348,0,,,,
12013500,46.65093,-123.65266,0,,,,
12020000,46.61732,-123.27764,0,,,,
12025000,46.6201,-122.94513,1,17,easy,"Newaukum River, WA",mediterranean
12025700,46.7726,-122.59401,0,,,,
12035000,47.00065,-123.49488,0,,,,
12040500,47.53786,-124.31575,0,,,,
12041200,47.80675,-124.25103,0,,,,
12043000,47.96008,-124.39299,0,,,,
12048000,48.01426,-123.13268,0,,,,
12054000,47.68398,-123.01155,0,,,,
12056500,47.51426,-123.32989,0,,,,
12073500,47.38926,-122.69902,0,,,,
12082500,46.75261,-122.08372,0,,,,
12092000,46.90372,-122.03511,0,,,,
12095000,47.13955,-122.09261,0,,,,
12114500,47.34205,-121.54899,0,,,,
12115000,47.37011,-121.6251,0,,,,
12115500,47.35066,-121.66316,0,,,,
12117000,47.38649,-121.84622,0,,,,
12141300,47.48594,-121.64788,0,,,,
12143600,47.4526,-121.71788,0,,,,
12144000,47.49288,-121.79011,0,,,,
12145500,47.53982,-121.909,0,,,,
12147500,47.71232,-121.78873,0,,,,
12147600,47.70677,-121.60011,0,,,,
12167000,48.26149,-122.04764,0,,,,
12175500,48.67263,-121.0729,0,,,,
12178100,48.65596,-121.23846,0,,,,
12186000,48.16872,-121.47067,0,,,,
12189500,48.42456,-121.56846,0,,,,
12358500,48.49524,-114.01012,0,,,,
12374250,47.82966,-114.69763,0,,,,
12375900,47.4916,-114.02677,0,,,,
12377150,47.32299,-113.97955,0,,,,
12381400,47.19549,-113.85065,0,,,,
12383500,47.14743,-113.97427,0,,,,
12388400,47.26632,-114.40679,0,,,,
12390700,47.58605,-115.35515,0,,,,
12411000,47.70611,-115.97917,0,,,,
12414500,47.27464,-116.18905,0,,,,
12447390,48.82292,-120.14592,0,,,,
12451000,48.32958,-120.69177,0,,,,
12488500,46.97762,-121.1687,0,,,,
13011500,43.85028,-110.51778,0,,,,
13011900,43.83806,-110.44111,0,,,,
13018300,43.45215,-110.70409,0,,,,
13023000,43.14278,-110.97667,0,,,,
13083000,42.16583,-113.98361,0,,,,
13161500,41.93324,-115.67453,0,,,,
13235000,44.08528,-115.62222,0,,,,
13240000,44.91361,-115.99722,0,,,,
13310700,44.98694,-115.725,0,,,,
13313000,44.96167,-115.5,0,,,,
13331500,45.61987,-117.72659,0,,,,
13337000,46.15083,-115.58722,0,,,,
13338500,46.08639,-115.97667,0,,,,
13340000,46.47833,-116.2575,0,,,,
13340600,46.84047,-115.6207,0,,,,
14020000,45.71958,-118.32329,0,,,,
14092750,44.75039,-121.6334,0,,,,
14096850,44.95873,-121.39423,0,,,,
14137000,45.39956,-122.13731,0,,,,
14138800,45.45262,-121.89147,0,,,,
14138870,45.48012,-122.02564,0,,,,
14138900,45.49429,-122.03592,0,,,,
